t,owner,stored_on,buyer,qty_kWh
47,9,8,9,0.3804204447543392
47,9,14,9,0.2790556505015857
47,12,24,12,0.46516152966422947
47,15,24,15,0.16543353178348036
47,16,20,16,0.28658638070085457
47,16,24,16,0.2523395855672237
47,17,11,17,0.14794484311357614
47,17,14,17,0.1692939713880681
47,22,5,22,0.3604870534975291
48,9,8,9,0.27948333736417225
48,12,20,12,0.2137374836543968
48,15,20,15,0.16226227265430124
48,16,10,16,0.028582888338832737
48,16,11,16,0.05643571451507845
48,16,20,16,0.18000107171451585
48,16,21,16,0.012846606460848627
48,17,8,17,0.07870979136875667
48,17,14,17,0.20115721197328895
48,19,2,19,0.013981261068155072
48,19,5,19,0.3766154655468495
48,22,7,22,0.11536203864288197
48,22,25,22,0.12181453611517135
49,17,8,17,0.1280912363181096
49,22,14,22,0.16724127165615058
68,9,8,9,0.3406153582964908
69,9,8,9,0.5757996128539982
69,9,14,9,0.3996757868442319
69,12,24,12,0.29287800358780397
69,17,14,17,0.07584788784110952
69,22,5,22,0.013899199459565637
70,9,8,9,0.4882880978222286
70,9,14,9,0.3459885285619848
70,12,7,12,0.21574574348004996
70,12,24,12,0.17967435269843435
70,12,25,12,0.18323231155078573
70,16,24,16,0.573797983104865
70,17,14,17,0.13817127974816223
70,22,3,22,0.01239885318375349
71,9,8,9,0.33553120966719324
71,9,14,9,0.24275999899487744
71,12,24,12,0.40876449920888636
71,16,20,16,0.3856214259330608
71,16,24,16,0.08954245398452639
71,17,14,17,0.20443348011043927
71,22,4,22,0.22559852917502532
72,9,8,9,0.28324041561374197
72,12,20,12,0.21339090732220922
72,16,20,16,0.27200805216326385
72,17,8,17,0.030515029194195978
72,17,14,17,0.2290217674178452
72,19,5,19,0.37886326098129885
72,22,24,22,0.07367699266315597
72,22,25,22,0.14786300360046845
73,16,8,16,0.01914418033538703
73,19,20,19,0.06573591629603337
79,17,8,17,0.12011499024880773
79,22,8,22,0.1180326565024617
79,22,14,22,0.004116133864879856
80,17,8,17,0.12609935798324204
80,22,14,22,0.1600100780806391
81,17,8,17,0.11820359405380515
81,22,14,22,0.04288005253652827
93,9,8,9,0.024094137153886308
93,15,5,15,0.08456644722857654
94,9,8,9,0.5086087818371401
94,9,14,9,0.23592790692933008
94,15,2,15,0.10050209143652995
94,15,3,15,0.038099176482973604
94,15,5,15,0.2891390242226284
94,16,4,16,0.02892997364116212
94,16,6,16,0.01151398676791412
94,16,7,16,0.2291343287188461
95,9,8,9,0.39569200714427577
95,9,14,9,0.2948194192572604
95,15,2,15,0.017161574075712237
95,15,3,15,0.03790496495642229
95,16,4,16,0.24965209593581505
96,9,8,9,0.40843207911812796
96,9,14,9,0.21195975039385218
96,16,2,16,0.014777107582783623
96,16,3,16,0.021139385188648403
97,9,8,9,0.40237987928757024
97,9,14,9,0.1405954811115775
97,16,4,16,0.0019220493651947114
97,16,5,16,0.3522499362397973
98,9,8,9,0.3970021459521611
98,9,14,9,0.08664052964051283
98,12,2,12,0.0182327280300306
98,12,4,12,0.03586833715644571
98,12,5,12,0.3804143915085132
98,15,4,15,0.26617067415428347
98,15,6,15,0.006172530553764415
98,15,7,15,0.11425247906321828
98,16,24,16,0.1459191587766675
99,12,14,12,0.024113563919611638
99,16,8,16,0.02331587312858039
99,16,14,16,0.060909598327672315
99,19,4,19,0.0070644592125744185
99,19,6,19,0.006697668454284097
99,19,7,19,0.13884300815443
103,17,8,17,0.050905458561138595
103,22,8,22,0.008577071283349724
104,17,8,17,0.12137782335981206
104,22,8,22,0.08583696832515507
104,22,14,22,0.009154932862474041
117,9,8,9,0.17155217632228492
117,12,7,12,0.052525124751918284
117,15,24,15,0.035566567868681176
117,15,25,15,0.13457589749449994
118,9,8,9,0.37580218703254
118,9,14,9,0.2781530193387871
118,12,4,12,0.2985901336013743
118,12,6,12,0.00936517660683076
118,12,7,12,0.05621689560286472
118,15,7,15,0.4807964286344504
118,15,25,15,0.02077683309208929
118,16,24,16,0.24511727319733723
119,9,8,9,0.38095077507862884
119,9,10,9,0.009234713457963117
119,9,14,9,0.3387058780346519
119,12,4,12,0.09267538060120364
119,12,5,12,0.32163861875543454
119,15,4,15,0.3583488007102619
119,15,6,15,0.00921722173420684
119,15,7,15,0.12560230103128092
119,16,7,16,0.10671436518668287
119,16,24,16,0.02817437094709101
119,16,25,16,0.16337889336051836
120,9,8,9,0.33469463512719433
120,9,10,9,0.022738363348404934
120,9,14,9,0.315594224685463
120,9,20,9,0.0659807404232537
120,9,21,9,0.010219779122317755
120,15,2,15,0.07916287431605465
120,15,3,15,0.030009726925648524
120,15,5,15,0.23380342424574413
120,16,4,16,0.20688015562626205
120,16,6,16,0.005183474647678505
120,16,7,16,0.13023833062062393
121,9,8,9,0.3148794106740216
121,9,14,9,0.2517155417576875
121,15,2,15,0.0431067839810815
121,15,3,15,0.01634128152990554
121,15,5,15,0.04242051193764099
121,16,4,16,0.11331918230306748
121,16,6,16,0.004938513550028477
121,16,7,16,0.06427534398362482
122,9,8,9,0.30818713414494114
122,9,14,9,0.038772292954366266
122,12,7,12,0.09247948759803533
122,12,24,12,0.07068581530664467
122,12,25,12,0.08974207401463759
122,15,24,15,0.21258600507822953
122,16,20,16,0.14920521805824372
123,16,8,16,0.025536894081603867
123,19,20,19,0.07008957708930451
141,15,7,15,0.009172812865351432
142,9,8,9,0.5053059265553301
142,9,14,9,0.11774328022576874
142,12,5,12,0.33003379066946703
142,15,4,15,0.37375130391568767
142,15,6,15,0.01244858875944752
142,15,7,15,0.10684761281100377
142,16,24,16,0.11392436543669932
142,16,25,16,0.06917252797529017
143,9,8,9,0.4923916026476488
143,9,14,9,0.28546820161897735
143,15,2,15,0.10883427658093697
143,15,3,15,0.04067457828363352
143,15,5,15,0.44595719556935853
143,16,4,16,0.07231091381474997
143,16,6,16,0.0076250968762357416
143,16,7,16,0.21541178485873844
144,9,8,9,0.46574403602685843
144,9,14,9,0.21383675528910562
144,12,2,12,0.0656193378481945
144,12,3,12,0.024875529430679385
144,12,5,12,0.049682901395425194
144,15,4,15,0.16787364678493077
144,15,5,15,0.35529810232436
144,16,7,16,0.16819875700025833
144,16,25,16,0.08006374944172628
145,9,8,9,0.22809209266760622
145,12,4,12,0.35735299664942294
145,12,5,12,0.07749386759945338
145,12,6,12,0.007302938387745549
145,12,7,12,0.013718763180694184
145,15,7,15,0.22651998893191205
146,9,8,9,0.15536296876808642
146,12,24,12,0.2643966060775237
146,15,20,15,0.005049803065642556
146,15,24,15,0.1676317800779099
147,9,8,9,0.037294817124567635
147,12,14,12,0.044575283554112666
152,16,8,16,0.04784261036916462
154,12,8,12,0.005926006974508624
166,9,8,9,0.4701528617469837
166,12,4,12,0.2210282327461348
166,15,7,15,0.3971743205307785
166,16,24,16,0.054692954762042945
167,9,8,9,0.5844690138439995
167,9,14,9,0.3854141992991904
167,12,4,12,0.08303614080346931
167,12,5,12,0.47112773910265116
167,15,4,15,0.636281013312535
167,15,6,15,0.014700111394087962
167,15,7,15,0.07489467252212237
167,16,7,16,0.2150789429757598
167,16,24,16,0.02594198846316527
167,16,25,16,0.1644019079222875
168,9,8,9,0.5666764836146106
168,9,14,9,0.3569070078162877
168,12,4,12,0.18159184133041723
168,12,5,12,0.3478739252134
168,15,4,15,0.26729030420352756
168,15,6,15,0.009173446656190859
168,15,7,15,0.3245467327217957
168,16,24,16,0.3913017523903459
169,9,8,9,0.5471156980784301
169,9,14,9,0.18738005828297874
169,12,4,12,0.032044577479070746
169,12,6,12,0.008893840478174328
169,12,7,12,0.47052060410332575
169,15,7,15,0.04085907534388285
169,15,24,15,0.2619788521333672
169,15,25,15,0.15764683295580287
169,16,20,16,0.16524718811201772
169,16,24,16,0.22647564741888893
170,9,8,9,0.4062825778514021
170,12,20,12,0.3061362325408837
170,15,20,15,0.23997906284219966
170,16,10,16,0.04494491211251209
170,16,11,16,0.25929990074586823
170,16,20,16,0.05372321662556345
170,16,21,16,0.020200533671834348
171,9,8,9,0.12079494860246848
171,12,11,12,0.046064079062815066
171,12,14,12,0.07054316179619709
171,15,14,15,0.048406108323947275
171,16,14,16,0.19228439467588296
171,19,4,19,0.24429565915540286
171,19,6,19,0.008220747705030734
171,19,7,19,0.04410324363306142
172,17,8,17,0.009790064392142028
172,19,11,19,0.029453855833877496
173,17,8,17,0.004421063443190931
174,17,8,17,0.007863268095548825
175,17,8,17,0.014803372311173991
175,22,8,22,0.015267641486218508
176,17,8,17,0.00811331789548302
176,22,8,22,0.03229282012195065
190,9,8,9,0.43458386487333645
190,15,4,15,0.020767589435269063
190,15,5,15,0.3393268796118818
190,16,7,16,0.07392129513552348
191,9,8,9,0.4404647861798416
191,9,14,9,0.22689719569732958
191,16,4,16,0.1762484293320867
191,16,5,16,0.05728514240689364
192,9,8,9,0.41590854933946403
192,9,14,9,0.1938482610270098
192,16,5,16,0.20820748769621567
193,9,8,9,0.40593244311423826
193,9,10,9,0.028836065265730838
193,9,14,9,0.332257218997089
193,9,20,9,0.2649330738537302
193,9,21,9,0.012960397072429656
193,16,2,16,0.039355825097395325
193,16,4,16,0.23156690535421617
193,16,5,16,0.40512725986337883
193,17,20,17,0.23015248311231243
193,17,24,17,0.11087083546735066
194,9,8,9,0.3921404819714093
194,9,10,9,0.028592543391129717
194,9,14,9,0.33893147153247044
194,9,21,9,0.012637137702301232
194,12,2,12,0.05689366864017884
194,12,3,12,0.021567729499986584
194,12,5,12,0.029999890438510503
194,15,4,15,0.12207051796307365
194,15,5,15,0.37170605140298013
194,16,4,16,0.19687342374827443
194,16,6,16,0.006518003143395366
194,16,7,16,0.37477334637214305
194,16,25,16,0.03883135858723812
194,17,20,17,0.3179151764192971
194,17,21,17,0.00021380823102293834
195,9,8,9,0.28546295756830314
195,12,24,12,0.21813989361559893
195,15,20,15,0.04251564620160275
195,15,24,15,0.12337120901779174
195,16,20,16,0.28330311617768306
195,17,8,17,0.10176719466600669
195,17,14,17,0.20369972335151587
195,22,2,22,0.05637708739211402
195,22,3,22,0.02137189954404731
195,22,5,22,0.37281164903174907
196,17,8,17,0.20293778269588014
196,19,24,19,0.010678836591245622
196,22,10,22,0.029701086432632785
196,22,14,22,0.08547328353673206
196,22,20,22,0.11987248481694945
196,22,21,22,0.013349181661998064
196,23,20,23,0.007795621489502302
197,17,8,17,0.11466280630969193
197,22,8,22,0.15177638801932494
197,23,8,23,0.0009431524050329543
198,17,8,17,0.11324720773784742
198,22,8,22,0.14856503110369576
213,9,8,9,0.5362930605098981
213,12,24,12,0.2683090698090247
213,16,20,16,0.11061658117074202
214,9,8,9,0.6479114225629612
214,9,14,9,0.32352018686661466
214,12,24,12,0.6093557535686368
214,12,25,12,0.05185811392751383
214,16,20,16,0.2772690754081903
214,16,24,16,0.23254275093431076
215,9,8,9,0.4666125894566596
215,9,14,9,0.4058432650093979
215,12,24,12,0.6128554845231204
215,15,24,15,0.020813415158405492
215,16,20,16,0.3035323898414601
215,16,24,16,0.19912916264289038
215,17,14,17,0.016323256891848992
216,9,8,9,0.45275820466983313
216,9,14,9,0.27509447007815685
216,12,7,12,0.3676678338014608
216,12,25,12,0.14949962978430517
216,15,24,15,0.36402032626887365
216,15,25,15,0.09394315745705102
216,16,24,16,0.4755744784074363
216,17,14,17,0.0349221231065604
217,9,8,9,0.43339283295076403
217,9,14,9,0.20244936147501305
217,12,4,12,0.1458396286693817
217,12,6,12,0.01351321169965044
217,12,7,12,0.2963998489905464
217,15,7,15,0.1679014284236475
217,15,24,15,0.08776115051502212
217,15,25,15,0.14085523377173487
217,16,24,16,0.37659103453268905
218,9,8,9,0.31436580068991526
218,12,20,12,0.2424322740507006
218,15,20,15,0.1807047188698926
218,16,10,16,0.03294160805911691
218,16,11,16,0.16660004910903325
218,16,20,16,0.10421259969456209
218,16,21,16,0.014805637201753735
218,17,8,17,0.09584782521554863
218,17,14,17,0.07080950469967995
218,22,4,22,0.07622598770736033
218,22,6,22,0.007509423066729787
218,22,7,22,0.043962476559588785
219,17,8,17,0.2148627889701089
219,22,11,22,0.12142678848125676
219,22,14,22,0.06116507794067712
220,17,8,17,0.011598457379973115
220,22,8,22,0.04432870377660403
221,22,8,22,0.022107700321668356
222,22,8,22,0.01154884763970132
223,17,8,17,0.006851806565132113
223,22,8,22,0.030682097120054187
236,9,8,9,0.17765307441879052
236,12,7,12,0.03766250461969989
237,9,8,9,0.653748633381837
237,9,14,9,0.29696403480045763
237,12,4,12,0.5426953716680405
237,15,4,15,0.03274606480210689
237,15,6,15,0.01241435126826184
237,15,7,15,0.20687600941515757
237,16,24,16,0.28746524297253656
237,16,25,16,0.10840962470474835
238,9,8,9,0.5914661116245434
238,9,14,9,0.46378753536616735
238,12,4,12,0.34619120798344394
238,12,5,12,0.2665429965156214
238,15,4,15,0.24887191546260215
238,15,6,15,0.01216083079781536
238,15,7,15,0.503883176006437
238,16,24,16,0.47028437553886704
239,9,8,9,0.4059365497570413
239,9,10,9,0.03385223442908014
239,9,14,9,0.47147335857932093
239,12,4,12,0.3319613868963135
239,12,5,12,0.19411896545469087
239,15,4,15,0.2620047908536095
239,15,6,15,0.01213841339287232
239,15,7,15,0.4256418998655617
239,16,24,16,0.34856674043771
239,16,25,16,0.048473663051034066
240,9,8,9,0.40501741408580455
240,9,10,9,0.03173329614387854
240,9,14,9,0.3656399244908875
240,9,20,9,0.004477474847973895
240,9,21,9,0.014262560257499245
240,12,5,12,0.47306957317490106
240,15,4,15,0.3018582646339883
240,15,5,15,0.2738563518846104
240,16,7,16,0.3548587319644003
241,9,8,9,0.3948414910951811
241,9,14,9,0.1534366391792073
241,12,4,12,0.22917682956304095
241,12,6,12,0.007049499435135231
241,12,7,12,0.157881876072935
241,13,4,13,0.00841653287422428
241,15,7,15,0.24745154206621525
241,15,25,15,0.09345718286950051
241,16,24,16,0.4385460269053679
241,16,25,16,0.03149797712015996
241,17,10,17,0.03092405972358129
241,17,14,17,0.20287903666536267
241,17,20,17,0.036462342609462794
241,17,21,17,0.013898848175567306
242,13,8,13,0.007077917066532713
242,16,8,16,0.04638468649219592
242,17,8,17,0.2655002060330016
242,19,24,19,0.10788282366374219
242,22,10,22,0.031057800077620733
242,22,11,22,0.1316773054345081
242,22,20,22,0.20458188282642636
242,22,21,22,0.013958957905413733
242,23,20,23,0.018397062987756563
243,13,8,13,0.0051748179748241085
243,17,8,17,0.059642967510822056
243,22,8,22,0.0953017661476177
243,23,8,23,0.0066606282101808745
244,13,8,13,0.004115137798758717
244,17,8,17,0.015522262622764705
244,22,8,22,0.04669048978558981
244,23,8,23,0.005628511839583794
245,13,8,13,0.0036411652030015063
245,17,8,17,0.02829456504102386
245,22,8,22,0.057681300992181606
245,23,8,23,0.0051668679527354655
246,13,8,13,0.003772724136425154
246,17,8,17,0.03027366734611028
246,22,8,22,0.0575467991542225
246,23,8,23,0.005295004849084961
258,17,8,17,0.07903417913137645
258,22,20,22,0.03285402341489174
259,17,8,17,0.2936169874645653
259,22,20,22,0.11115027819163181
259,22,24,22,0.15142474688758334
260,16,14,16,0.05872377589636671
260,17,8,17,0.31374182505836856
260,22,20,22,0.2816668686722146
261,16,8,16,0.0685074385017698
261,16,14,16,0.1223036073637346
261,17,8,17,0.3210886065317524
261,19,24,19,0.036353064359594005
261,22,10,22,0.04376420649495248
261,22,11,22,0.018809808051554456
261,22,20,22,0.20606060337083498
261,22,21,22,0.01966986440443584
262,13,14,13,0.006778743542862564
262,16,8,16,0.01147648981060514
262,16,14,16,0.11049009346518442
262,17,8,17,0.3393812809344565
262,19,24,19,0.19068668375851128
262,22,10,22,0.04179743658260832
262,22,11,22,0.1865514880149809
262,22,20,22,0.06141946751786875
262,22,21,22,0.018785897789046723
262,23,20,23,0.00880618265703248
263,13,8,13,0.008430743319999934
263,17,8,17,0.19513854654252732
263,19,20,19,0.03519622023212121
263,22,11,22,0.2301031733195599
263,22,14,22,0.004928857203566528
263,23,11,23,0.010220761780741938
264,13,8,13,0.004918300015321897
264,23,8,23,0.006799682178202815
272,13,8,13,0.0012993091725963524
272,23,8,23,0.0013441831201522064
282,17,8,17,0.06558864748205906
283,17,8,17,0.41259172941236333
283,22,20,22,0.36093200815257287
283,22,24,22,0.007103816311023081
284,17,8,17,0.4439759103191898
284,22,20,22,0.39884447548464197
284,22,24,22,0.0018683647113597601
285,9,8,9,0.547393757364117
285,17,8,17,0.18344300759110288
285,17,14,17,0.26830150227764094
285,19,4,19,0.23460337307812573
285,19,5,19,0.019463942528419854
285,22,24,22,0.4090085643150765
285,23,25,23,0.0007993318490751022
286,9,8,9,0.4042967291091273
286,12,14,12,0.10934545459540256
286,13,14,13,0.010303388144560444
286,17,8,17,0.2765885897376168
286,17,14,17,0.17427784267810864
286,19,4,19,0.25834458513685493
286,19,6,19,0.01321485641931792
286,19,7,19,0.25488942909344897
286,22,20,22,0.2847218268301392
286,22,24,22,0.1253763412023705
286,23,24,23,0.012887312060740008
287,9,8,9,0.0021921351318334283
287,12,14,12,0.03608985662398898
287,13,14,13,0.007559475973881291
287,17,8,17,0.41098827732186916
287,17,14,17,0.0020418130938280044
287,19,20,19,0.18459001805933647
287,22,11,22,0.37541483211685467
287,23,11,23,0.010085139816575328
288,13,8,13,0.0017258284740115926
288,22,8,22,0.0024839211365058848
288,23,8,23,0.0044032338784436575
289,13,8,13,0.011061520158710536
289,23,8,23,0.012847924917894993
290,13,8,13,0.00467920672222995
290,23,8,23,0.0029241158143653526
291,13,8,13,0.0011623943753416516
307,17,8,17,0.21031812901564528
307,22,11,22,0.1465316176544995
308,17,8,17,0.4241278463581599
308,22,20,22,0.3768053853078399
309,17,8,17,0.44166145080213415
309,22,20,22,0.3209671150489308
309,22,24,22,0.07491043789807783
310,9,8,9,0.44649281390742346
310,13,11,13,0.0040078646194530165
310,13,14,13,0.008112118112648049
310,17,8,17,0.2932116030736185
310,17,14,17,0.17149929301313804
310,19,4,19,0.30512903874172526
310,19,5,19,0.004283196366254272
310,22,24,22,0.4229049178755133
310,23,25,23,0.014656654410334369
311,9,8,9,0.3312493791791627
311,12,14,12,0.02232482850770401
311,13,14,13,0.00696755820256012
311,17,8,17,0.24183867768288128
311,17,14,17,0.18360503424169483
311,19,7,19,0.4676823444276778
311,22,20,22,0.38658101132675604
311,23,24,23,0.009638251853301583
312,13,8,13,0.012228125475732377
312,17,8,17,0.25974663309913887
312,19,11,19,0.029354520240602346
312,22,11,22,0.18505551446713772
312,22,14,22,0.13047221961874717
312,23,11,23,0.014178634915976929
313,13,8,13,0.016037136467408786
313,23,8,23,0.017434851939231777
314,13,8,13,0.01190474421618859
314,23,8,23,0.013409949153895262
315,13,8,13,0.01085087240138538
315,23,8,23,0.00995587885245995
331,17,8,17,0.19687201711461358
331,22,11,22,0.11233296364248524
331,22,14,22,0.12847955794530083
332,17,8,17,0.5107348754030951
332,22,20,22,0.3496261805343277
332,22,21,22,0.012620573970757859
333,17,8,17,0.44299492829709575
333,22,20,22,0.397269568167264
334,13,8,13,0.018387853282346
334,13,14,13,0.008489573721853994
334,17,8,17,0.4756308288454596
334,22,10,22,0.059578824562847
334,22,11,22,0.06407887762599894
334,22,20,22,0.28447274841221315
334,22,21,22,0.02677775959817832
334,23,20,23,0.02825243727904514
335,13,8,13,0.022938269539939604
335,17,8,17,0.43714773869923107
335,22,11,22,0.3994681145118868
335,23,20,23,0.02435092637819558
336,13,8,13,0.016974865283818197
336,17,8,17,0.15278111102231656
336,22,14,22,0.19870229998233258
336,23,14,23,0.01854263884366425
337,13,8,13,0.01199184540827325
337,23,8,23,0.013689234481930157
338,13,8,13,0.00794055112971126
338,23,8,23,0.009743320194343319
339,13,8,13,0.005511216304310729
339,23,8,23,0.0073771758617509064
355,17,8,17,0.19884060400014764
355,22,11,22,0.3107522306809454
355,22,14,22,0.220747561500105
356,17,8,17,0.6570319623467642
356,22,10,22,0.030264888873201556
356,22,11,22,0.3823216814443233
357,17,8,17,0.5843876948291037
357,22,11,22,0.4114502688525068
358,17,8,17,0.41144865858385454
358,22,11,22,0.13629062191896857
358,22,14,22,0.2648320049157395
359,17,8,17,0.16645541110423856
359,22,14,22,0.21350708758396597
369,13,8,13,0.011307692297413914
369,23,8,23,0.009483891486683205
379,22,14,22,0.22548926063180552
380,17,8,17,0.6140981305828584
380,22,10,22,0.06183988992459888
380,22,11,22,0.30464178855620744
381,17,8,17,0.5021748445890264
381,22,10,22,0.0613667972104326
381,22,11,22,0.17693091355949858
381,22,20,22,0.10993066319607792
381,22,21,22,0.02758136561216844
382,17,8,17,0.42451306446189374
382,22,11,22,0.3808069700921717
383,17,8,17,0.3947364798995965
383,22,11,22,0.2570547818589919
383,22,14,22,0.09620751198354523
384,17,8,17,0.10355223240415266
384,22,14,22,0.14479517438642514
391,23,8,23,0.00013168294014764825
392,13,8,13,0.00027167846926356987
392,23,8,23,0.0026628254680396424
403,17,8,17,0.21639198802234372
403,22,24,22,0.16324442066924405
404,9,8,9,0.12696154817907193
404,17,8,17,0.37377411894527235
404,22,24,22,0.3316523275607466
405,9,8,9,0.6866096282850798
405,9,14,9,0.08928842237836498
405,12,20,12,0.08126765767562301
405,17,14,17,0.39124300457443173
405,22,7,22,0.26563706077936544
405,22,25,22,0.08375965678428919
406,9,8,9,0.6525622018774074
406,9,14,9,0.03055506517759392
406,12,20,12,0.4833562505866713
406,17,14,17,0.397021311570942
406,22,7,22,0.3560098205319484
407,9,8,9,0.38179663376005063
407,9,14,9,0.04322585201799054
407,12,10,12,0.05192093771323793
407,12,11,12,0.13909314802211759
407,12,20,12,0.09762345045404673
407,12,21,12,0.023335915040258722
407,17,14,17,0.3784945762997216
407,19,4,19,0.0008079576061120087
407,19,5,19,0.5242656144120645
407,22,24,22,0.3390302481798013
408,17,8,17,0.25896170219207976
408,19,20,19,0.05510099574349634
408,22,11,22,0.31021506103304297
430,22,8,22,0.017237691127228418
452,22,14,22,0.14188468636001464
453,22,11,22,0.026989605727607113
453,22,14,22,0.42290363066505554
454,13,8,13,0.01930687042860857
454,17,8,17,0.5093139620585528
454,22,11,22,0.4428932774388912
454,23,20,23,0.021397334470314
455,13,8,13,0.016541332131886577
455,17,8,17,0.5522144150948803
455,22,11,22,0.4080574802155805
455,23,10,23,0.018574098626749524
456,13,8,13,0.010123779228879748
456,17,8,17,0.28987307370679555
456,22,11,22,0.0428541200554963
456,22,14,22,0.3081493817924673
456,23,11,23,0.012323475504819825
457,13,8,13,0.005450733826606324
457,23,8,23,0.007771982734484872
458,13,8,13,0.0008551820426498935
458,23,8,23,0.0032959678619990385
459,23,8,23,0.0008596115314070119
465,13,8,13,0.0005631445471374619
475,22,9,22,0.01749919756814382
475,22,14,22,0.04984000011029935
476,22,8,22,0.015152093232059372
476,22,9,22,0.058496082936074605
476,22,14,22,0.4449660115386611
477,17,8,17,0.200998679063142
477,22,9,22,0.06286170114266217
477,22,14,22,0.3501050448329789
478,17,8,17,0.2510252430145602
478,22,9,22,0.22170403282302706
478,22,14,22,0.086833747621061
479,17,8,17,0.11311484423574125
479,22,8,22,0.15763493519364458
499,22,14,22,0.36850415154429994
500,17,8,17,0.05849498410077221
500,22,11,22,0.0027044907885596103
500,22,14,22,0.5127624278808965
501,17,8,17,0.5669148550798834
501,22,11,22,0.40183300070769157
501,22,14,22,0.011706077787611058
502,17,8,17,0.3655579915580927
502,22,14,22,0.4175159651008311
503,17,8,17,0.14805814004024587
503,22,8,22,0.017055124678162947
503,22,9,22,0.11770535396875687
503,22,14,22,0.061221144122619676
523,17,8,17,0.12649909560047323
523,22,14,22,0.049818116146063574
524,17,8,17,0.4190420182787733
524,22,10,22,0.0670722179288782
524,22,11,22,0.2741188727190222
524,22,21,22,0.02504559261575956
525,17,8,17,0.4735568294337087
525,22,11,22,0.4258576749283538
526,17,8,17,0.4686209360311766
526,22,11,22,0.42240117324903714
527,17,8,17,0.4298344624131287
527,22,11,22,0.3865219455142732
528,17,8,17,0.2444732833593383
528,22,11,22,0.10408761027800457
528,22,14,22,0.1972481947718496
548,9,8,9,0.43581646113511074
548,17,8,17,0.3319166938561535
548,19,1,19,0.014071942466262933
548,19,5,19,0.09176100342309912
548,22,24,22,0.2740721732595226
549,9,8,9,0.7803761018879719
549,9,14,9,0.07710652636288665
549,12,20,12,0.3662213399078388
549,17,14,17,0.38808210056484604
549,22,7,22,0.33553701730085983
550,9,8,9,0.7510671930713841
550,9,14,9,0.007056395912649194
550,12,20,12,0.5383079991813061
550,17,14,17,0.38884972843212573
550,22,7,22,0.2767444397552161
550,22,25,22,0.061087555039531255
551,9,8,9,0.4372218702384782
551,9,14,9,0.11191706636387533
551,12,10,12,0.06183167009880484
551,12,11,12,0.038827129443451194
551,12,20,12,0.27149754879951465
551,12,21,12,0.027790303175805883
551,17,14,17,0.35715152425166075
551,19,1,19,0.09531814468610939
551,19,5,19,0.5665771665138516
551,22,24,22,0.30866822293918617
552,9,8,9,0.0347033313093565
552,12,14,12,0.059988482067604924
552,17,8,17,0.3209059492240307
552,19,24,19,0.2249383774114457
552,22,20,22,0.2529156836755124
552,22,21,22,0.022223756688588232
553,17,8,17,0.016039951718492197
553,22,8,22,0.05160705982269183
571,9,8,9,0.06916173092197049
572,9,8,9,0.6995003057609527
572,9,14,9,0.35235482327230055
572,12,20,12,0.04667003386834648
572,12,24,12,0.10193338514278026
572,17,14,17,0.21809349102544928
572,22,4,22,0.15927128175694882
573,9,8,9,0.6829868633080212
573,9,14,9,0.3439017058994462
573,12,20,12,0.04630201549991924
573,12,24,12,0.6665473523706162
573,17,11,17,0.0011173627370171246
573,17,14,17,0.31085585149619893
573,22,5,22,0.260853688157928
574,9,8,9,0.6375700839877823
574,9,14,9,0.38962613941461044
574,12,24,12,0.7116800460095323
574,17,10,17,0.05452243791547497
574,17,11,17,0.03733294527991138
574,17,14,17,0.23859665824515927
574,17,20,17,0.015934447897615556
574,17,21,17,0.02450516179061432
574,22,5,22,0.3256576522437449
575,9,8,9,0.40033764055461
575,9,14,9,0.43953792357361166
575,12,24,12,0.46921887441706805
575,12,25,12,0.11786659541185501
575,15,24,15,0.1800401201295296
575,16,20,16,0.10014086648495973
575,16,24,16,0.32563827815165425
575,17,10,17,0.05328337287069817
575,17,11,17,0.13424003040073115
575,17,14,17,0.15827428697274915
575,17,21,17,0.005261217292365394
575,22,5,22,0.3073114748892838
576,9,8,9,0.30957798249753427
576,12,20,12,0.23642837164644961
576,15,20,15,0.18002537272425273
576,16,20,16,0.3068206272788937
576,17,8,17,0.06818338890380833
576,17,14,17,0.25174043251825573
576,19,5,19,0.43094551956379096
576,22,7,22,0.10799150264757529
576,22,25,22,0.17067710985396758
577,17,8,17,0.12019685559211882
577,22,14,22,0.1613967117127404
595,9,8,9,0.548686340664025
596,9,8,9,0.6161178073941821
596,9,14,9,0.5679152770634578
596,12,24,12,0.4441968067902421
596,12,25,12,0.12313328917808218
596,17,10,17,0.05187087447910552
596,17,14,17,0.029755464161293866
596,17,20,17,0.018019927125640045
596,17,21,17,0.023313414071867003
596,22,2,22,0.021173789161797574
596,22,3,22,0.038366284410738416
597,9,8,9,0.6107699135043797
597,9,14,9,0.5590692511404248
597,12,4,12,0.02288558587276203
597,12,6,12,0.011766692059999041
597,12,7,12,0.6765634293264836
597,12,25,12,0.09304760294121098
597,16,24,16,0.45604989483425684
597,16,25,16,0.11552165824322369
597,17,10,17,0.05161698236314836
597,17,14,17,0.035676074026489604
597,17,20,17,0.12240888960401985
597,17,21,17,0.0231993020178804
598,9,8,9,0.5694805183672838
598,9,14,9,0.5528101319156552
598,12,4,12,0.5554334671151944
598,12,5,12,0.04557390350730888
598,12,6,12,0.011350951095601282
598,12,7,12,0.1593789127117
598,15,7,15,0.2688804016190446
598,16,7,16,0.22439976438044207
598,16,24,16,0.4323348241502258
